,pid,task,starttime,endtime,original_response_Dutch,original_response,original_response_cleaned,response,response_corrected,invalid,creative,jump_GT,response_len,response_num_words,previous_original_response,previous_response,order,SS,SS_ref,clusters_hier,jump_hier,jump_SS,jump,order_in_cluster,uniqueness
10,2657,3,1612270555874,1612270564462,haarband,hair band,hair band,hair band,,0.0,0.0,1.0,9,2,transform into a tiara,transform tiara,11,0.7730963826179500,0.7667153,24,1,1,1,1,207.3
11,2657,3,1612270564462,1612270588042,om een simkaart in je telefoon te doen,to put a SIM card in your phone,put SIM card phone,put sim card phone,Sim card phone,0.0,0.0,1.0,18,4,hair band,hair band,12,0.7317565083503720,0.7441503,10,1,1,1,1,59.22857142857140
12,2657,3,1612270588042,1612270598231,gebruiken als stokjes ,use as sticks,sticks,sticks,,0.0,0.0,1.0,6,1,to put a SIM card in your phone,put sim card phone,13,0.754555344581604,0.8111563,7,1,1,1,1,207.3
13,2657,3,1612270598231,1612270637784,omvormen tot BH-beugel,convert into a bra underwire,convert bra underwire,convert bra underwire,bra underwire,0.0,0.0,1.0,21,3,use as sticks,sticks,14,0.7486316561698910,0.7387021,4,1,1,1,1,188.45454545454500
14,2657,3,1612270637784,1612270659998,details in klei maken,making details in clay,making details clay,making details clay,Details in clay,0.0,0.0,1.0,19,3,convert into a bra underwire,convert bra underwire,15,0.7437798976898190,0.7607588,3,1,1,1,1,230.33333333333300
15,2657,3,1612270659998,1612270674881,ring,ring,ring,ring,,0.0,0.0,1.0,4,1,making details in clay,making details clay,16,0.7386789917945860,0.7387355,4,1,1,1,1,115.16666666666700
16,2657,3,1612270674881,1612270703151,"als dingetje aan een rits, ritshandvatje zegmaar","as a thing on a zipper, zipper handle so to speak","thing zipper , zipper handle speak","thing zipper , zipper handle speak",Zipper pull,0.0,0.0,1.0,34,6,ring,ring,17,0.7660427689552310,0.7564719,13,1,1,1,1,148.07142857142900
17,2657,3,1612270703151,1612270714523,moderne kunst,modern Art,modern Art,modern art,,0.0,0.0,1.0,10,2,"as a thing on a zipper, zipper handle so to speak","thing zipper , zipper handle speak",18,0.7340786457061770,0.7695774,3,1,1,1,1,121.94117647058800
18,2668,3,1612280585976,1612280588033,oorbel,earring,earring,earring,,0.0,0.0,1.0,7,1,Keeping paper together,keeping paper together,1,0.7172645926475530,0.7542356,19,1,1,1,1,115.16666666666700
19,2668,3,1612280588033,1612280591609,iemand pijn doen,hurt someone,hurt,hurt,,0.0,0.0,1.0,4,1,earring,earring,2,0.7789825201034550,0.7794383,7,1,1,1,1,207.3
20,2668,3,1612280591609,1612280597142,Haat clip,Hate clip,Hate clip,hate clip,Clip,0.0,0.0,1.0,9,2,hurt someone,hurt,3,0.7985654473304750,0.8411897,15,1,1,1,1,129.5625
21,2668,3,1612280597142,1612280600075,op stampen,stamp on,stamp,stamp,,0.0,0.0,1.0,5,1,Hate clip,hate clip,4,0.7620710730552670,0.80404377,4,1,1,1,1,172.75
22,2668,3,1612280600075,1612280605533,in de lucht gooien ,throw in the air,throw air,throw air,Throw in air,0.0,0.0,1.0,9,2,stamp on,stamp,5,0.7678878307342530,0.7672775,4,0,1,0,2,259.125
23,2668,3,1612280605533,1612280609391,bewaren,save,save,save,,0.0,0.0,1.0,4,1,throw in the air,throw air,6,0.7689393758773800,0.80257094,14,1,1,1,1,86.375
24,2668,3,1612280609391,1612280613500,neus peuteren,pick your nose,pick nose,pick nose,,0.0,0.0,1.0,9,2,save,save,7,0.7769116759300230,0.7778268,7,1,1,1,1,345.5
25,2668,3,1612280613500,1612280617933,opeten,eat,eat,eat,,1,0.0,1.0,3,1,pick your nose,pick nose,8,0.7803162336349490,0.762151,7,0,1,0,2,86.375
26,2668,3,1612280617933,1612280626325,aan kleding maken,making clothes,making clothes,making clothes,,0.0,0.0,1.0,14,2,eat,eat,9,0.7665475010871890,0.7625413,22,1,1,1,1,345.5
27,2668,3,1612280626325,1612280638932,twee dingen bij elkaar houden,keeping two things together,keeping two together,keeping two together,Keep together,0.0,0.0,1.0,20,3,making clothes,making clothes,10,0.7905341386795040,0.7922381,23,1,1,1,1,188.45454545454500
28,2668,3,1612280638932,1612280644698,sleutelhanher,keychainher,keychainher,keychainher,keychain,0.0,0.0,1.0,11,1,keeping two things together,keeping two together,11,0.7804737091064450,0.7725966,11,1,1,1,1,159.46153846153800
29,2668,3,1612280644698,1612280662300,Verbuigen tot iets anders,Bend into something else,Bend else,bend else,bend,0.0,0.0,1.0,9,2,keychainher,keychainher,12,0.7930725812911990,0.7685597,5,1,1,1,1,138.2
30,2668,3,1612280662300,1612280665680,verkopen,to sell,sell,sell,,0.0,0.0,1.0,4,1,Bend into something else,bend else,13,0.7970549464225770,0.7519146,4,1,1,1,1,64.78125
31,2668,3,1612280665680,1612280670612,schilderen,to paint,paint,paint,,0.0,0.0,1.0,5,1,to sell,sell,14,0.7929025888442990,0.7803366,3,1,1,1,1,207.3
32,2668,3,1612280670612,1612280687263,aan je schoenveter binden,tie it to your shoelace,tie shoelace,tie shoelace,,0.0,0.0,1.0,12,2,to paint,paint,15,0.732653021812439,0.76231736,23,1,1,1,1,159.46153846153800
33,2668,3,1612280687263,1612280703279,Als elastiekje voor je haar ,As an elastic band for your hair,elastic band hair,elastic band hair,,0.0,0.0,1.0,17,3,tie it to your shoelace,tie shoelace,16,0.7423697113990780,0.7813878,24,1,1,1,1,207.3
34,2668,3,1612280703279,1612280711011,in je tas stoppen,put it in your bag,put bag,put bag,,0.0,0.0,1.0,7,2,As an elastic band for your hair,elastic band hair,17,0.7582594156265260,0.7802565,21,1,1,1,1,345.5
35,2668,3,1612280711011,1612280718650,op de grond gooien,throw it on the ground,throw ground,throw ground,throw on ground,0.0,0.0,1.0,12,2,put it in your bag,put bag,18,0.8043123483657840,0.77158016,4,1,1,1,1,259.125
36,2672,3,1612283093443,1612283113056,armbandjes aandoen (dat je m openvouwt en dan met 1 hand de paperclip vasthoudt en het armbandje ook,Putting on bracelets (unfold it and then hold the paper clip and the bracelet with one hand,Putting bracelets,putting bracelets,bracelets,0.0,0.0,1.0,17,2,keep paper together,keep paper together,1,0.7788005471229550,0.77333695,17,1,1,1,1,138.2
37,2672,3,1612283113056,1612283126003,om het slot van een deur mee open te kraken,to pick open the lock of a door,pick open lock door,pick open lock door,,0.0,0.0,1.0,19,4,Putting on bracelets (unfold it and then hold the paper clip and the bracelet with one hand,putting bracelets,2,0.739654541015625,0.7430774,11,1,1,1,1,188.45454545454500
38,2672,3,1612283126003,1612283138307,haarspeldje,hairclip,hairclip,hairclip,,0.0,0.0,1.0,8,1,to pick open the lock of a door,pick open lock door,3,0.7609884738922120,0.90310204,24,1,1,1,1,82.92
39,2672,3,1612283138307,1612283150216,abstracte kunst,Abstract art,Abstract art,abstract art,,0.0,0.0,1.0,12,2,hairclip,hairclip,4,0.7496582269668580,0.7761791,3,1,1,1,1,121.94117647058800
40,2672,3,1612283150216,1612283200336,tandenstoker,toothpick,toothpick,toothpick,,0.0,0.0,1.0,9,1,Abstract art,abstract art,5,0.7441187500953670,0.8043521,7,1,1,1,1,188.45454545454500
41,2672,3,1612283200336,1612283208313,voor als je jeuk hebt op je rug,for when you have an itch on your back,itch back,itch back,,0.0,0.0,1.0,9,2,toothpick,toothpick,6,0.7793819308280950,0.7637491,1,1,1,1,1,259.125
42,2672,3,1612283208313,1612283224063,ring,ring,ring,ring,,0.0,0.0,1.0,4,1,for when you have an itch on your back,itch back,7,0.7383416891098020,0.7387355,4,1,1,1,1,115.16666666666700
43,2672,3,1612283224063,1612283258563,boekenlegger,bookmark,bookmark,bookmark,,0.0,0.0,1.0,8,1,ring,ring,8,0.7650179862976070,0.8439051,14,1,1,1,1,230.33333333333300
44,2672,3,1612283258563,1612283274528,plectrum voor je gitaar,pick for your guitar,pick guitar,pick guitar,,0.0,0.0,1.0,11,2,bookmark,bookmark,9,0.7466282844543460,0.7491617,11,1,1,1,1,159.46153846153800
45,2672,3,1612283274528,1612283349903,als je hem uitklapt heb je een vork,when you unfold it you have a fork,unfold fork,unfold fork,fork,0.0,0.0,1.0,11,2,pick for your guitar,pick guitar,10,0.753644585609436,0.75527155,7,1,1,1,1,296.14285714285700
46,2672,3,1612283349903,1612283366609,roerstaafje,stirrer,stirrer,stirrer,,0.0,0.0,1.0,7,1,when you unfold it you have a fork,unfold fork,11,0.8063731789588930,0.7512042,7,0,0,0,2,159.46153846153800
47,2672,3,1612283366609,1612283427969,meetinstrument (als je weet hoe lang 1 paperclip is),measuring instrument (if you know how long 1 paperclip is),measuring instrument,measuring instrument,,0.0,0.0,1.0,20,2,stirrer,stirrer,12,0.7892898321151730,0.755759,7,0,1,0,3,207.3
48,2672,3,1612283427969,1612283483969,om op het knopje in de trein te duwen als je dat niet met je handen wil door corona,to push the button on the train if you don't want to do so with your hands due to corona,push button train want hands due corona,push button train want hands due corona,Press button without touching in corona,0.0,0.0,1.0,39,7,measuring instrument (if you know how long 1 paperclip is),measuring instrument,13,0.7533680200576780,0.7559511,7,0,1,0,4,188.45454545454500
49,2672,3,1612283483969,1612283522526,penseel,brush,brush,brush,,0.0,0.0,1.0,5,1,to push the button on the train if you don't want to do so with your hands due to corona,push button train want hands due corona,14,0.771515429019928,0.7853223,2,1,1,1,1,296.14285714285700
50,2672,3,1612283522526,1612283530611,eetstokjes ,chopsticks,chopsticks,chopsticks,,0.0,0.0,1.0,10,1,brush,brush,15,0.7837427854537960,0.78315645,7,1,1,1,1,207.3
51,2672,3,1612283530611,1612283552278,om je haar mee te kammen,to comb your hair,comb hair,comb hair,,0.0,0.0,1.0,9,2,chopsticks,chopsticks,16,0.7691493034362790,0.72960764,24,1,1,1,1,82.92
52,2672,3,1612283552278,1612283566261,om je oortjes omheen op te rollen zodat ze niet door elkaar gaan,to roll up your earphones so they don't get mixed up,roll earphones get mixed,roll earphones get mixed,Roll up earphones,0.0,0.0,1.0,24,4,to comb your hair,comb hair,17,0.7266605496406560,0.76322615,19,1,1,1,1,172.75
53,2672,3,1612283566261,1612283569385,sleutelhanger,keychain,keychain,keychain,,0.0,0.0,1.0,8,1,to roll up your earphones so they don't get mixed up,roll earphones get mixed,18,0.742741584777832,0.7741458,11,1,1,1,1,159.46153846153800
54,2673,3,1612285389112,1612285396420,ombuigen,to bend,bend,bend,,0.0,0.0,1.0,4,1,keep paper together,keep paper together,1,0.7366505265235900,0.75624824,5,1,1,1,1,138.2
55,2673,3,1612285396420,1612285401981,deuren openen,open doors,open doors,open doors,,0.0,0.0,1.0,10,2,to bend,bend,2,0.7876007556915280,0.7676648,11,1,1,1,1,121.94117647058800
56,2673,3,1612285401981,1612285410203,iets vastzetten,fix something,fix,fix,,0.0,0.0,1.0,3,1,open doors,open doors,3,0.7735076546669010,0.7912119,7,1,1,1,1,345.5
57,2673,3,1612285410203,1612285413863,iets doorboren,pierce something,pierce,pierce,,0.0,0.0,1.0,6,1,fix something,fix,4,0.7780448198318480,0.7408724,4,1,1,1,1,69.1
58,2673,3,1612285413863,1612285420442,iemand steken,stab someone,stab,stab,,0.0,0.0,1.0,4,1,pierce something,pierce,5,0.8156052231788640,0.7931237,7,1,0,0,2,159.46153846153800
59,2673,3,1612285420442,1612285434152,als haarband,as a hairband,hairband,hairband,,0.0,0.0,1.0,8,1,stab someone,stab,6,0.7413889169692990,0.769536,24,1,1,1,1,207.3
60,2673,3,1612285434152,1612285445308,omsmelten,melt down,melt,melt,,0.0,0.0,1.0,4,1,as a hairband,hairband,7,0.7518056631088260,0.76460505,4,1,1,1,1,207.3
61,2673,3,1612285445308,1612285447194,typen,typing,typing,typing,,0.0,0.0,1.0,6,1,melt down,melt,8,0.7850544452667240,0.78275204,11,1,1,1,1,296.14285714285700
62,2673,3,1612285447194,1612285453698,gooien,to throw,throw,throw,,0.0,0.0,1.0,5,1,typing,typing,9,0.7843414545059200,0.78629416,4,1,1,1,1,259.125
63,2673,3,1612285453698,1612285457012,vangen,to catch,catch,catch,,1,0.0,1.0,5,1,to throw,throw,10,0.8641058206558230,0.8191049,9,1,0,0,2,159.46153846153800
64,2673,3,1612285457012,1612285467697,bewaren,save,save,save,,0.0,0.0,1.0,4,1,to catch,catch,11,0.8166438937187200,0.80257094,14,1,0,0,3,86.375
65,2673,3,1612285467697,1612285474971,kleding ophangen,hang up clothes,hang clothes,hang clothes,,0.0,0.0,1.0,12,2,save,save,12,0.7374470829963680,0.7490876,21,1,1,1,1,121.94117647058800
66,2673,3,1612285474971,1612285501868,als deurhendel gebruiken,use as a door handle,door handle,door handle,,0.0,0.0,1.0,11,2,hang up clothes,hang clothes,13,0.7564945220947270,0.75727594,7,1,1,1,1,188.45454545454500
67,2673,3,1612285501868,1612285525185,iets slopen,demolish something,demolish,demolish,,0.0,0.0,1.0,8,1,use as a door handle,door handle,14,0.7723731398582460,0.76481676,4,1,1,1,1,129.5625
68,2673,3,1612285525185,1612285530904,iets repareren,fix something,fix,fix,,0.0,0.0,1.0,3,1,demolish something,demolish,15,0.8046647310256960,0.7912119,7,1,1,1,1,345.5
69,2673,3,1612285530904,1612285543142,verroesten,rust,rust,rust,,1,0.0,1.0,4,1,fix something,fix,16,0.8078745603561400,0.7574794,4,1,0,0,2,259.125
70,2673,3,1612285543142,1612285561326,pijn doen,hurt,hurt,hurt,,0.0,0.0,1.0,4,1,rust,rust,17,0.8366877436637880,0.7794383,7,1,0,0,3,207.3
71,2673,3,1612285561326,1612285570332,opereren,to operate,operate,operate,,0.0,0.0,1.0,7,1,hurt,hurt,18,0.7753660678863530,0.774084,4,1,1,1,1,115.16666666666700
72,2675,3,1612289572271,1612289581762,om als tandenstoker te gebruiken,to use as a toothpick,toothpick,toothpick,,0.0,0.0,1.0,9,1,to break in,break,1,0.8106043338775640,0.8043521,7,1,0,0,2,188.45454545454500
73,2675,3,1612289581762,1612289588938,als sateprikker,as a skewer,skewer,skewer,,0.0,0.0,1.0,6,1,to use as a toothpick,toothpick,2,0.8141923546791080,0.77149725,7,0,0,0,3,296.14285714285700
74,2675,3,1612289588938,1612289592854,om als vork te gebruiker,to use as a fork,fork,fork,,0.0,0.0,1.0,4,1,as a skewer,skewer,3,0.8392473459243770,0.7597377,7,0,0,0,4,296.14285714285700
75,2675,3,1612289592854,1612289598614,om als wattenstaafje te gebruiken,to use as a cotton swab,cotton swab,cotton swab,,0.0,0.0,1.0,11,2,to use as a fork,fork,4,0.7594399452209470,0.7707554,7,0,1,0,5,188.45454545454500
76,2675,3,1612289598614,1612289601856,om als speld te gebruiken,to use as a pin,pin,pin,,0.0,0.0,1.0,3,1,to use as a cotton swab,cotton swab,5,0.7939274311065670,0.8173852,7,0,1,0,6,296.14285714285700
77,2675,3,1612289601856,1612289629691,om als ring te gebruiken,to use as a ring,ring,ring,,0.0,0.0,1.0,4,1,to use as a pin,pin,6,0.798014760017395,0.7387355,4,1,1,1,1,115.16666666666700
78,2675,3,1612289629691,1612289634178,om als piercing te gebruiken,to use as a piercing,piercing,piercing,,0.0,0.0,1.0,8,1,to use as a ring,ring,7,0.8299233913421630,0.7427989,19,1,0,0,2,172.75
79,2675,3,1612289634178,1612289637362,om als helix te gebruiken,to use as a helix,helix,helix,,0.0,0.0,1.0,5,1,to use as a piercing,piercing,8,0.826612114906311,0.7628419,4,1,0,0,3,69.1
80,2675,3,1612289637362,1612289642101,om als oorbel te gebruiken,to use as an earring,earring,earring,,0.0,0.0,1.0,7,1,to use as a helix,helix,9,0.7841165661811830,0.7542356,19,1,1,1,1,115.16666666666700
81,2675,3,1612289642101,1612289646217,om als ketting te gebruiken,to use as a chain,chain,chain,,0.0,0.0,1.0,5,1,to use as an earring,earring,10,0.7876430749893190,0.781068,17,1,1,1,1,109.10526315789500
82,2675,3,1612289646217,1612289649981,om als enkelband te gebruiken,to use as an anklet,anklet,anklet,,0.0,0.0,1.0,6,1,to use as a chain,chain,11,0.8167017698287960,0.7719567,22,1,0,0,2,345.5
83,2675,3,1612289649981,1612289656742,om als armband te gebruiken,to use as a bracelet,bracelet,bracelet,,0.0,0.0,1.0,8,1,to use as an anklet,anklet,12,0.8691573739051820,0.7770775,17,1,0,0,3,138.2
84,2675,3,1612289656742,1612289665118,om als toverstaf te gebruiken,to use as a magic wand,magic wand,magic wand,,0.0,0.0,1.0,10,2,to use as a bracelet,bracelet,13,0.8104877471923830,0.77555066,4,1,0,0,4,414.6
85,2675,3,1612289665118,1612289673900,om als sushistokje te gebruiken,to use as a sushi stick,sushi stick,sushi stick,,0.0,0.0,1.0,11,2,to use as a magic wand,magic wand,14,0.7749054431915280,0.77670336,7,1,1,1,1,207.3
86,2675,3,1612289673900,1612289696832,om als vijl te gebruiken,to use as a file,file,file,Nail file,0.0,0.0,1.0,4,1,to use as a sushi stick,sushi stick,15,0.7440780401229860,0.8066299,4,1,1,1,1,259.125
87,2675,3,1612289696832,1612289702126,om als aanwijsstok te gebruiken,to use as a pointing stick,pointing stick,pointing stick,,0.0,0.0,1.0,14,2,to use as a file,file,16,0.757118821144104,0.79990023,7,1,1,1,1,230.33333333333300
88,2675,3,1612289702126,1612289721530,om als mes te gebruiken,to use as a knife,knife,knife,,0.0,0.0,1.0,5,1,to use as a pointing stick,pointing stick,17,0.7955724000930790,0.7817775,7,0,1,0,2,230.33333333333300
89,2675,3,1612289721530,1612289725525,om als wapen te gebruiken,to use as a weapon,weapon,weapon,,0.0,0.0,1.0,6,1,to use as a knife,knife,18,0.8997824192047120,0.78534526,7,0,0,0,3,159.46153846153800
90,2676,3,1612289465797,1612289471962,slot kraken,cracking a lock,cracking lock,cracking lock,Break lock,0.0,0.0,1.0,13,2,between your book/page,book/page,1,0.7476136684417730,0.76352847,11,1,1,1,1,54.55263157894740
91,2676,3,1612289471962,1612289477063,sierraden maken,making jewelry,making jewelry,making jewelry,jewelry,0.0,0.0,1.0,14,2,cracking a lock,cracking lock,2,0.7622374892234800,0.74359053,17,1,1,1,1,129.5625
92,2676,3,1612289477063,1612289485809,kunstwerk maken,create artwork,create artwork,create artwork,Artwork,0.0,0.0,1.0,14,2,making jewelry,making jewelry,3,0.8078561425209050,0.79050756,3,1,0,0,2,121.94117647058800
93,2676,3,1612289485809,1612289498611,iemand verwonden oeps,injure someone oops,injure oops,injure oops,injure,0.0,0.0,1.0,11,2,create artwork,create artwork,4,0.727880597114563,0.7739489,7,1,1,1,1,207.3
94,2676,3,1612289498611,1612289521479,stof (kleren) bij elkaar houden,keep fabric (clothes) together,keep fabric together,keep fabric together,,0.0,0.0,1.0,20,3,injure someone oops,injure oops,5,0.7342462539672850,0.7654437,22,1,1,1,1,94.22727272727270
95,2676,3,1612289521479,1612289531259,tandenstoker,toothpick,toothpick,toothpick,,0.0,0.0,1.0,9,1,keep fabric (clothes) together,keep fabric together,6,0.7367699146270750,0.8043521,7,1,1,1,1,188.45454545454500
96,2676,3,1612289531259,1612289559394,gebruiken als link om iets aan te hangen,use as a link to attach something,link attach,link attach,,0.0,0.0,1.0,11,2,toothpick,toothpick,7,0.777218222618103,0.8539466,22,1,1,1,1,230.33333333333300
97,2676,3,1612289559394,1612289564875,omsmelten,melt down,melt,melt,,0.0,0.0,1.0,4,1,use as a link to attach something,link attach,8,0.7837346792221070,0.76460505,4,1,1,1,1,207.3
98,2676,3,1612289564875,1612289577010,etensverpakking bij elkaar houden,keep food packaging together,keep food packaging together,keep food packaging together,,0.0,0.0,1.0,28,4,melt down,melt,9,0.7735287547111510,0.7583802,23,1,1,1,1,172.75
99,2676,3,1612289577010,1612289595065,gooien oefenen,practice throwing,practice throwing,practice throwing,,0.0,0.0,1.0,17,2,keep food packaging together,keep food packaging together,10,0.7251126766204830,0.74569744,4,1,1,1,1,259.125
100,2676,3,1612289595065,1612289607504,krassen,scratches,scratches,scratches,,0.0,0.0,1.0,9,1,practice throwing,practice throwing,11,0.7514914870262150,0.77727395,1,1,1,1,1,64.78125
101,2676,3,1612289607504,1612289622313,paperclip kan je verven,You can paint a paperclip,paint,paint,,0.0,0.0,1.0,5,1,scratches,scratches,12,0.8096410036087040,0.7803366,3,1,0,0,2,207.3
102,2676,3,1612289622313,1612289629052,schoendecoratie,shoe decoration,shoe decoration,shoe decoration,,0.0,0.0,1.0,15,2,You can paint a paperclip,paint,13,0.7835323810577390,0.7759074,21,1,1,1,1,103.65
103,2676,3,1612289629052,1612289638795,servettenhouder,napkin holder,napkin holder,napkin holder,,0.0,0.0,1.0,13,2,shoe decoration,shoe decoration,14,0.7842922806739810,0.78642887,21,0,1,0,2,230.33333333333300
104,2676,3,1612289638795,1612289672530,haarelastiekjes bij elkaar houden,holding hair ties together,holding hair ties together,holding hair ties together,,0.0,0.0,1.0,26,4,napkin holder,napkin holder,15,0.8178057670593260,0.787986,24,1,0,0,3,207.3
105,2676,3,1612289672530,1612289680322,draden bij elkaar houden,keep wires together,keep wires together,keep wires together,,0.0,0.0,1.0,19,3,holding hair ties together,holding hair ties together,16,0.8537755012512210,0.7508459,8,1,0,0,4,207.3
106,2676,3,1612289680322,1612289697775,iets losmaken,loosen something,loosen,loosen,,0.0,0.0,1.0,6,1,keep wires together,keep wires together,17,0.7863360643386840,0.7658336,7,1,1,1,1,296.14285714285700
107,2676,3,1612289697775,1612289747556,aan een magneet hangen,hang on a magnet,hang magnet,hang magnet,,0.0,0.0,1.0,11,2,loosen something,loosen,18,0.7820526361465450,0.8028351,9,1,1,1,1,230.33333333333300
108,2677,3,1612292620022,1612292624110,slot open maken,open lock,open lock,open lock,,0.0,0.0,1.0,9,2,attaching things together,attaching together,1,0.7752797603607180,0.7775176,11,1,1,1,1,54.55263157894740
109,2677,3,1612292624110,1612292645339,piercing zetten als je hard genoeg duwt,piercing if you push hard enough,piercing push hard enough,piercing push hard enough,piercing,0.0,0.0,1.0,25,4,open lock,open lock,2,0.7666772603988650,0.72830516,19,1,1,1,1,172.75
110,2677,3,1612292645339,1612292659346,sieraden maken,making jewelry,making jewelry,making jewelry,jewelry,0.0,0.0,1.0,14,2,piercing if you push hard enough,piercing push hard enough,3,0.8116672039031980,0.74359053,17,1,0,0,2,129.5625
111,2677,3,1612292659346,1612292711435,iets ergens tussenuit halen ,to get something out of something,get,get,,1,0.0,1.0,3,1,making jewelry,making jewelry,4,0.7626829147338870,0.79394144,4,1,1,1,1,86.375
112,2677,3,1612292711435,1612292717957,vissen vangen,catching fish,catching fish,catching fish,,0.0,0.0,1.0,13,2,to get something out of something,get,5,0.7909083366394040,0.7745964,9,1,1,1,1,159.46153846153800
113,2677,3,1612292717957,1612292741003,ergens een gaatje in maken,make a hole in something,make hole,make hole,,0.0,0.0,1.0,9,2,catching fish,catching fish,6,0.7631410956382750,0.7796452,7,1,1,1,1,138.2
114,2677,3,1612292741003,1612292754690,geluid maken door ergens tegenaan te tikken,make a sound by tapping something,make sound tapping,make sound tapping,Tap sound,0.0,0.0,1.0,18,3,make a hole in something,make hole,7,0.7859698534011840,0.79075974,7,0,1,0,2,518.25
115,2677,3,1612292754690,1612292792944,vervanging voor een knoop in je kleren,replacement for a button in your clothes,replacement button clothes,replacement button clothes,Button in clothes,0.0,0.0,1.0,26,3,make a sound by tapping something,make sound tapping,8,0.7310652732849120,0.7480346,22,1,1,1,1,188.45454545454500
116,2677,3,1612292792944,1612292828176,verkopen,to sell,sell,sell,,0.0,0.0,1.0,4,1,replacement for a button in your clothes,replacement button clothes,9,0.7479888796806340,0.7519146,4,1,1,1,1,64.78125
117,2677,3,1612292828176,1612292829230,ruilen,exchange,exchange,exchange,,0.0,0.0,1.0,8,1,to sell,sell,10,0.8398228883743290,0.76764333,4,0,0,0,2,345.5
118,2677,3,1612292829230,1612292858185,in je haren als haarspeldje,in your hair as a hair clip,hair hair clip,hair hair clip,hair clip,0.0,0.0,1.0,14,3,exchange,exchange,11,0.7583421468734740,0.82557636,24,1,1,1,1,82.92
119,2677,3,1612292858185,1612292865824,ergens in krassen,scratched somewhere,scratched somewhere,scratched somewhere,scratch,0.0,0.0,1.0,19,2,in your hair as a hair clip,hair hair clip,12,0.7564455270767210,0.7622401,1,1,1,1,1,64.78125
120,2677,3,1612292865824,1612292873156,je naam in klei schrijven,write your name in clay,write name clay,write name clay,Write in clay,0.0,0.0,1.0,15,3,scratched somewhere,scratched somewhere,13,0.7481749057769780,0.7492939,3,1,1,1,1,230.33333333333300
121,2677,3,1612292873156,1612292921841,versiering in de kerstboom,decorations in the Christmas tree,decorations Christmas tree,decorations christmas tree,,0.0,0.0,1.0,26,3,write your name in clay,write name clay,14,0.7067736387252810,0.75098133,21,1,1,1,1,138.2
122,2677,3,1612292921841,1612292932481,een plant die slap hangt omhoog houden,hold up a limp plant,hold limp plant,hold limp plant,Hold plant,0.0,0.0,1.0,15,3,decorations in the Christmas tree,decorations christmas tree,15,0.7464820146560670,0.76337147,25,1,1,1,1,148.07142857142900
123,2677,3,1612292932481,1612292986657,op het topje van je vinger doen en kijken hoe het bloed stopt met stromen,put it on the tip of your finger and watch as the blood stops flowing,put tip finger watch blood stops flowing,put tip finger watch blood stops flowing,Pierce finger for blood,0.0,0.0,1.0,40,7,hold up a limp plant,hold limp plant,16,0.76798415184021,0.7654961,7,1,1,1,1,296.14285714285700
