,pid,task,starttime,endtime,original_response_Dutch,original_response,original_response_cleaned,response,response_corrected,invalid,creative,jump_GT,response_len,response_num_words,previous_original_response,previous_response,order,SS,SS_ref,clusters_hier,jump_hier,jump_SS,jump,order_in_cluster,uniqueness
35,2658,1,1612271974037,1612271975259,varken,pig,pig,pig,,0.0,0.0,1.0,3,1,cow,cow,18,0.8522614240646360,0.84864545,3,1,0,0,3,104.5
36,2660,1,1612274344953,1612274346896,hond,dog,dog,dog,,0.0,0.0,1.0,3,1,cat,cat,1,0.8227521181106570,0.9065194,6,1,0,0,2,83.6
37,2660,1,1612274346896,1612274351059,vleermuis,bat,bat,bat,,0.0,0.0,1.0,3,1,dog,dog,2,0.7909246683120730,0.8133266,17,1,1,1,1,209.0
38,2660,1,1612274351059,1612274352188,muis,mouse,mouse,mouse,,0.0,0.0,1.0,5,1,bat,bat,3,0.8275219202041630,0.8288981,4,1,0,0,2,104.5
39,2660,1,1612274352188,1612274355793,konijn,rabbit,rabbit,rabbit,,0.0,0.0,1.0,6,1,mouse,mouse,4,0.840056300163269,0.83651775,3,1,0,0,3,139.33333333333300
40,2660,1,1612274355793,1612274356884,kip,chicken,chicken,chicken,,0.0,0.0,1.0,7,1,rabbit,rabbit,5,0.8127588033676150,0.8555471,14,1,0,0,4,209.0
41,2660,1,1612274356884,1612274358134,koe,cow,cow,cow,,0.0,0.0,1.0,3,1,chicken,chicken,6,0.8483150601387020,0.85481083,2,1,0,0,5,104.5
42,2660,1,1612274358134,1612274362844,hamster,hamster,hamster,hamster,,0.0,0.0,1.0,7,1,cow,cow,7,0.8003599643707280,0.8289747,4,1,1,1,1,209.0
43,2660,1,1612274362844,1612274373644,koala,koala,koala,koala,,0.0,0.0,1.0,5,1,hamster,hamster,8,0.8076468706130980,0.8115819,5,1,0,0,2,209.0
44,2660,1,1612274373644,1612274374912,panda,panda,panda,panda,,0.0,0.0,1.0,5,1,koala,koala,9,0.8249019384384160,0.8127662,8,1,0,0,3,139.33333333333300
45,2660,1,1612274374912,1612274376969,tijger,Tiger,Tiger,tiger,,0.0,0.0,1.0,5,1,panda,panda,10,0.8470467925071720,0.8226395,8,0,0,0,4,139.33333333333300
46,2660,1,1612274376969,1612274378247,leeuw,lion,lion,lion,,0.0,0.0,1.0,4,1,Tiger,tiger,11,0.8430523872375490,0.8356642,12,1,0,0,5,209.0
47,2660,1,1612274378247,1612274381444,cheeta,cheetah,cheetah,cheetah,,0.0,0.0,1.0,7,1,lion,lion,12,0.8354319334030150,0.8291417,12,0,0,0,6,104.5
48,2660,1,1612274381444,1612274383165,uil,owl,owl,owl,,0.0,0.0,1.0,3,1,cheetah,cheetah,13,0.7938296794891360,0.81408054,14,1,1,1,1,104.5
49,2660,1,1612274383165,1612274386361,valk,falcon,falcon,falcon,,0.0,0.0,1.0,6,1,owl,owl,14,0.8303429484367370,0.7864039,14,0,0,0,2,104.5
50,2660,1,1612274386361,1612274390499,jaguar,jaguar,jaguar,jaguar,,0.0,0.0,1.0,6,1,falcon,falcon,15,0.8437438011169430,0.79452026,12,1,0,0,3,104.5
51,2660,1,1612274390499,1612274395520,arend,Eagle,Eagle,eagle,,0.0,0.0,1.0,5,1,jaguar,jaguar,16,0.8049795627593990,0.79637617,14,1,1,1,1,104.5
52,2660,1,1612274395520,1612274410744,rat,rat,rat,rat,,0.0,0.0,1.0,3,1,Eagle,eagle,17,0.7751979231834410,0.8295597,4,1,1,1,1,104.5
53,2660,1,1612274410744,1612274415841,beer,bear,bear,bear,,0.0,0.0,1.0,4,1,rat,rat,18,0.7826414704322820,0.8327607,8,1,1,1,1,139.33333333333300
54,2661,1,1612274851983,1612274853911,ezek,ezek,ezek,ezek,,1,0.0,1.0,4,1,cow,cow,1,0.7750853300094600,0.76986444,13,1,1,1,1,418.0
55,2661,1,1612274853911,1612274855384,paard,horse,horse,horse,,0.0,0.0,1.0,5,1,ezek,ezek,2,0.7752345204353330,0.8845087,2,1,1,1,1,139.33333333333300
56,2661,1,1612274855384,1612274856486,kip,chicken,chicken,chicken,,0.0,0.0,1.0,7,1,horse,horse,3,0.8262660503387450,0.8555471,14,1,0,0,2,209.0
57,2661,1,1612274856486,1612274857726,varken,pig,pig,pig,,0.0,0.0,1.0,3,1,chicken,chicken,4,0.8235525488853460,0.84864545,3,1,0,0,3,104.5
58,2661,1,1612274857726,1612274859060,olifant,elephant,elephant,elephant,,0.0,0.0,1.0,8,1,pig,pig,5,0.8094981908798220,0.8476779,12,1,0,0,4,104.5
59,2661,1,1612274859060,1612274859853,hond,dog,dog,dog,,0.0,0.0,1.0,3,1,elephant,elephant,6,0.8173041343688970,0.9065194,6,1,0,0,5,83.6
60,2661,1,1612274859853,1612274861177,kat,cat,cat,cat,,0.0,0.0,1.0,3,1,dog,dog,7,0.8227521181106570,0.83049977,1,1,0,0,6,104.5
61,2661,1,1612274861177,1612274862490,hamster,hamster,hamster,hamster,,0.0,0.0,1.0,7,1,cat,cat,8,0.8229202032089230,0.8289747,4,1,0,0,7,209.0
62,2661,1,1612274862490,1612274863879,konijn,rabbit,rabbit,rabbit,,0.0,0.0,1.0,6,1,hamster,hamster,9,0.8363659381866460,0.83651775,3,1,0,0,8,139.33333333333300
63,2661,1,1612274863879,1612274865066,giraf,giraffe,giraffe,giraffe,,0.0,0.0,1.0,7,1,rabbit,rabbit,10,0.8299753665924070,0.84051734,13,1,0,0,9,83.6
64,2661,1,1612274865066,1612274865948,leeuw,lion,lion,lion,,0.0,0.0,1.0,4,1,giraffe,giraffe,11,0.8255095481872560,0.8356642,12,1,0,0,10,209.0
65,2661,1,1612274865948,1612274868450,vogel,bird,bird,bird,,0.0,0.0,1.0,4,1,lion,lion,12,0.8246511220932010,0.83266354,14,1,0,0,11,59.714285714285700
66,2661,1,1612274868450,1612274872349,slang,snake,snake,snake,,0.0,0.0,1.0,5,1,bird,bird,13,0.8145212531089780,0.83892465,10,1,0,0,12,139.33333333333300
67,2661,1,1612274872349,1612274874509,haai,shark,shark,shark,,0.0,0.0,1.0,5,1,snake,snake,14,0.8473163843154910,0.8098477,16,1,0,0,13,209.0
68,2661,1,1612274874509,1612274876424,dolfijn,dolphin,dolphin,dolphin,,0.0,0.0,1.0,7,1,shark,shark,15,0.8316486477851870,0.8301718,7,1,0,0,14,139.33333333333300
69,2661,1,1612274876424,1612274880645,goudvis,goldfish,goldfish,goldfish,,0.0,0.0,1.0,8,1,dolphin,dolphin,16,0.8151926398277280,0.80458486,15,1,0,0,15,104.5
70,2661,1,1612274880645,1612274883035,zwijn,boar,boar,boar,,0.0,0.0,1.0,4,1,goldfish,goldfish,17,0.7542283535003660,0.84669757,3,1,1,1,1,209.0
71,2661,1,1612274883035,1612274883762,hert,deer,deer,deer,,0.0,0.0,1.0,4,1,boar,boar,18,0.8254505395889280,0.85124975,2,1,0,0,2,139.33333333333300
72,2662,1,1612275527990,1612275529076,kat,cat,cat,cat,,0.0,0.0,1.0,3,1,dog,dog,1,0.8227521181106570,0.83049977,1,1,0,0,2,104.5
73,2662,1,1612275529076,1612275531868,tijger,Tiger,Tiger,tiger,,0.0,0.0,1.0,5,1,cat,cat,2,0.8601693511009220,0.8226395,8,1,0,0,3,139.33333333333300
74,2662,1,1612275531868,1612275533445,zebra,zebra,zebra,zebra,,0.0,0.0,1.0,5,1,Tiger,tiger,3,0.8183847069740300,0.8170192,12,1,0,0,4,104.5
75,2662,1,1612275533445,1612275534903,hamster,hamster,hamster,hamster,,0.0,0.0,1.0,7,1,zebra,zebra,4,0.771356999874115,0.8289747,4,1,1,1,1,209.0
76,2662,1,1612275534903,1612275536421,leeuw,lion,lion,lion,,0.0,0.0,1.0,4,1,hamster,hamster,5,0.8116511106491090,0.8356642,12,1,0,0,2,209.0
77,2662,1,1612275536421,1612275540705,konijn,rabbit,rabbit,rabbit,,0.0,0.0,1.0,6,1,lion,lion,6,0.8117432594299320,0.83651775,3,1,0,0,3,139.33333333333300
78,2662,1,1612275540705,1612275542252,haas,hare,hare,hare,,0.0,0.0,1.0,4,1,rabbit,rabbit,7,0.9080678224563600,0.8179686,3,0,0,0,4,139.33333333333300
79,2662,1,1612275542252,1612275549163,vogel,bird,bird,bird,,0.0,0.0,1.0,4,1,hare,hare,8,0.7987870573997500,0.83266354,14,1,1,1,1,59.714285714285700
80,2662,1,1612275549163,1612275554759,vogelbekdier,platypus,platypus,platypus,,0.0,0.0,1.0,8,1,bird,bird,9,0.8160395622253420,0.8349084,6,1,0,0,2,139.33333333333300
81,2662,1,1612275554759,1612275559734,chitta,chitta,chitta,chitta,cheetah,0.0,0.0,1.0,6,1,platypus,platypus,10,0.7553473114967350,0.7561513,18,1,1,1,1,209.0
82,2662,1,1612275567936,1612275569355,otter,otter,otter,otter,,0.0,0.0,1.0,5,1,chitta,chitta,11,0.7415722012519840,0.82225573,6,1,1,1,1,209.0
83,2662,1,1612275569355,1612275572702,haai,shark,shark,shark,,0.0,0.0,1.0,5,1,otter,otter,12,0.8259000778198240,0.8098477,16,1,0,0,2,209.0
84,2662,1,1612275572702,1612275577177,zeeleeuw,sea ​​lion,sea ​​lion,sea ​​lion,,0.0,0.0,1.0,10,2,shark,shark,13,0.831615686416626,0.8345969,12,1,0,0,3,209.0
85,2662,1,1612275577177,1612275578526,walvis,whale,whale,whale,,0.0,0.0,1.0,5,1,sea ​​lion,sea ​​lion,14,0.824489951133728,0.83526593,7,1,0,0,4,59.714285714285700
86,2662,1,1612275578526,1612275581160,vinvis,fin whale,fin whale,fin whale,,0.0,0.0,1.0,9,2,whale,whale,15,0.9038386344909670,0.81888056,7,0,0,0,5,59.714285714285700
87,2662,1,1612275581160,1612275586198,dolfijn,dolphin,dolphin,dolphin,,0.0,0.0,1.0,7,1,fin whale,fin whale,16,0.8679714202880860,0.8301718,7,0,0,0,6,139.33333333333300
88,2662,1,1612275586198,1612275594165,zeehond,seal,seal,seal,,0.0,0.0,1.0,4,1,dolphin,dolphin,17,0.8100528717041020,0.792743,12,1,0,0,7,418.0
89,2662,1,1612275594165,1612275603436,aap,monkey,monkey,monkey,,0.0,0.0,1.0,6,1,seal,seal,18,0.761264979839325,0.8282014,9,1,1,1,1,83.6
90,2664,1,1612278131011,1612278132641,Leeuw,Lion,Lion,lion,,0.0,0.0,1.0,4,1,Horse,horse,1,0.8268563747406010,0.8356642,12,1,0,0,2,209.0
91,2664,1,1612278132641,1612278134185,Tijger,Tiger,Tiger,tiger,,0.0,0.0,1.0,5,1,Lion,lion,2,0.8430523872375490,0.8226395,8,1,0,0,3,139.33333333333300
92,2664,1,1612278134185,1612278135102,kat,cat,cat,cat,,0.0,0.0,1.0,3,1,Tiger,tiger,3,0.8601693511009220,0.83049977,1,1,0,0,4,104.5
93,2664,1,1612278135102,1612278136791,Hond,Dog,Dog,dog,,0.0,0.0,1.0,3,1,cat,cat,4,0.8227521181106570,0.9065194,6,1,0,0,5,83.6
94,2664,1,1612278136791,1612278140381,salamander,salamander,salamander,salamander,,0.0,0.0,1.0,10,1,Dog,dog,5,0.7758197784423830,0.79589,13,1,1,1,1,209.0
95,2664,1,1612278140381,1612278142079,mier,ant,ant,ant,,0.0,0.0,1.0,3,1,salamander,salamander,6,0.7832039594650270,0.7966292,17,1,1,1,1,209.0
96,2664,1,1612278142079,1612278146913,vlinder,butterfly,butterfly,butterfly,,0.0,0.0,1.0,9,1,ant,ant,7,0.8355139493942260,0.7852456,17,0,0,0,2,209.0
97,2664,1,1612278146913,1612278148486,rups,caterpillar,caterpillar,caterpillar,,0.0,0.0,1.0,11,1,butterfly,butterfly,8,0.8324426412582400,0.77914685,17,0,0,0,3,209.0
98,2664,1,1612278148486,1612278154695,Giraffe,Giraffe,Giraffe,giraffe,,0.0,0.0,1.0,7,1,caterpillar,caterpillar,9,0.7812374830245970,0.84051734,13,1,1,1,1,83.6
99,2664,1,1612278154695,1612278157551,Neushoorn,Rhino,Rhino,rhino,,0.0,0.0,1.0,5,1,Giraffe,giraffe,10,0.8205606937408450,0.807151,11,1,0,0,2,104.5
100,2664,1,1612278157551,1612278161191,Olifant,Elephant,Elephant,elephant,,0.0,0.0,1.0,8,1,Rhino,rhino,11,0.8364325761795040,0.8476779,12,1,0,0,3,104.5
101,2664,1,1612278161191,1612278163769,Koe,Cow,Cow,cow,,0.0,0.0,1.0,3,1,Elephant,elephant,12,0.8327323198318480,0.85481083,2,1,0,0,4,104.5
102,2664,1,1612278163769,1612278165477,Tapir,Tapir,Tapir,tapir,,0.0,0.0,1.0,5,1,Cow,cow,13,0.8014376163482670,0.82778615,6,1,1,1,1,209.0
103,2664,1,1612278165477,1612278169949,Stokstaartje,Meerkat,Meerkat,meerkat,,0.0,0.0,1.0,7,1,Tapir,tapir,14,0.8066834211349490,0.8339248,12,1,0,0,2,209.0
104,2664,1,1612278169949,1612278172294,Zalm,salmon,salmon,salmon,,0.0,0.0,1.0,6,1,Meerkat,meerkat,15,0.762317419052124,0.7995645,15,1,1,1,1,83.6
105,2664,1,1612278172294,1612278173889,Makreel,Mackerel,Mackerel,mackerel,,0.0,0.0,1.0,8,1,salmon,salmon,16,0.8511025309562680,0.7939328,15,0,0,0,2,83.6
106,2664,1,1612278173889,1612278175379,Karper,Carp,Carp,carp,,0.0,0.0,1.0,4,1,Mackerel,mackerel,17,0.8129730224609380,0.78764135,15,0,0,0,3,139.33333333333300
107,2664,1,1612278175379,1612278176846,Haai,Shark,Shark,shark,,0.0,0.0,1.0,5,1,Carp,carp,18,0.8018676042556760,0.8098477,16,1,1,1,1,209.0
108,2667,1,1612280360922,1612280363190,konijn,rabbit,rabbit,rabbit,,0.0,0.0,1.0,6,1,monkey,monkey,1,0.8610842823982240,0.83651775,3,1,0,0,2,139.33333333333300
109,2667,1,1612280363190,1612280364382,kat,cat,cat,cat,,0.0,0.0,1.0,3,1,rabbit,rabbit,2,0.8295192718505860,0.83049977,1,1,0,0,3,104.5
110,2667,1,1612280364382,1612280365851,hond,dog,dog,dog,,0.0,0.0,1.0,3,1,cat,cat,3,0.8227521181106570,0.9065194,6,1,0,0,4,83.6
111,2667,1,1612280365851,1612280368079,olifant,elephant,elephant,elephant,,0.0,0.0,1.0,8,1,dog,dog,4,0.8173041343688970,0.8476779,12,1,0,0,5,104.5
112,2667,1,1612280368079,1612280370312,dolfijn,dolphin,dolphin,dolphin,,0.0,0.0,1.0,7,1,elephant,elephant,5,0.8120015859603880,0.8301718,7,1,0,0,6,139.33333333333300
113,2667,1,1612280370312,1612280372032,vogel,bird,bird,bird,,0.0,0.0,1.0,4,1,dolphin,dolphin,6,0.8057552576065060,0.83266354,14,1,0,0,7,59.714285714285700
114,2667,1,1612280372032,1612280375236,vleermuis,bat,bat,bat,,0.0,0.0,1.0,3,1,bird,bird,7,0.8276301622390750,0.8133266,17,1,0,0,8,209.0
115,2667,1,1612280375236,1612280378379,muis,mouse,mouse,mouse,,0.0,0.0,1.0,5,1,bat,bat,8,0.8275219202041630,0.8288981,4,1,0,0,9,104.5
116,2667,1,1612280378379,1612280383031,pissebed,woodlice,woodlice,woodlice,,0.0,0.0,1.0,8,1,mouse,mouse,9,0.8122638463974000,0.8080769,17,1,0,0,10,209.0
117,2667,1,1612280383031,1612280385521,mug,mosquito,mosquito,mosquito,,0.0,0.0,1.0,8,1,woodlice,woodlice,10,0.8089451193809510,0.78695965,17,0,0,0,11,83.6
118,2667,1,1612280385521,1612280386959,bei,bei,bei,bei,bee,0.0,0.0,1.0,3,1,mosquito,mosquito,11,0.7777467966079710,0.77676105,13,1,1,1,1,209.0
119,2667,1,1612280386959,1612280391381,vlieg,fly,fly,fly,,0.0,0.0,1.0,3,1,bei,bei,12,0.8054189682006840,0.8085797,17,1,0,0,2,209.0
120,2667,1,1612280391381,1612280393036,giraf,giraffe,giraffe,giraffe,,0.0,0.0,1.0,7,1,fly,fly,13,0.774294912815094,0.84051734,13,1,1,1,1,83.6
121,2667,1,1612280393036,1612280397602,pinguin,penguin,penguin,penguin,,0.0,0.0,1.0,7,1,giraffe,giraffe,14,0.8221146464347840,0.8134492,7,1,0,0,2,139.33333333333300
122,2667,1,1612280397602,1612280399010,ijsbeer,polar bear,polar bear,polar bear,,0.0,0.0,1.0,10,2,penguin,penguin,15,0.8421144485473630,0.82069206,8,1,0,0,3,209.0
123,2667,1,1612280399010,1612280402889,gorilla,gorilla,gorilla,gorilla,,0.0,0.0,1.0,7,1,polar bear,polar bear,16,0.7887669801712040,0.8204428,9,1,1,1,1,83.6
124,2667,1,1612280402889,1612280406766,chimpansee,chimpanzee,chimpanzee,chimpanzee,,0.0,0.0,1.0,10,1,gorilla,gorilla,17,0.84937983751297,0.8303251,9,0,0,0,2,83.6
125,2667,1,1612280406766,1612280407944,vis,fish,fish,fish,,0.0,0.0,1.0,4,1,chimpanzee,chimpanzee,18,0.7895923256874080,0.85351634,15,1,1,1,1,83.6
126,2668,1,1612280458969,1612280460524,kat,cat,cat,cat,,0.0,0.0,1.0,3,1,Dog,dog,1,0.8227521181106570,0.83049977,1,1,0,0,2,104.5
127,2668,1,1612280460524,1612280468473,hamster,hamster,hamster,hamster,,0.0,0.0,1.0,7,1,cat,cat,2,0.8229202032089230,0.8289747,4,1,0,0,3,209.0
128,2668,1,1612280468473,1612280471273,goudvis,goldfish,goldfish,goldfish,,0.0,0.0,1.0,8,1,hamster,hamster,3,0.7952300310134890,0.80458486,15,1,1,1,1,104.5
129,2668,1,1612280471273,1612280473750,slang,snake,snake,snake,,0.0,0.0,1.0,5,1,goldfish,goldfish,4,0.790183961391449,0.83892465,10,1,1,1,1,139.33333333333300
130,2668,1,1612280473750,1612280475224,rups,caterpillar,caterpillar,caterpillar,,0.0,0.0,1.0,11,1,snake,snake,5,0.7761543989181520,0.77914685,17,1,1,1,1,209.0
131,2668,1,1612280475224,1612280476816,teek,tick,tick,tick,,0.0,0.0,1.0,4,1,caterpillar,caterpillar,6,0.7665470838546750,0.7942047,17,0,1,0,2,139.33333333333300
132,2668,1,1612280476816,1612280479540,spin,spider,spider,spider,,0.0,0.0,1.0,6,1,tick,tick,7,0.8294426202774050,0.79536843,17,0,0,0,3,104.5
133,2668,1,1612280479540,1612280481540,leeuw,lion,lion,lion,,0.0,0.0,1.0,4,1,spider,spider,8,0.8228253722190860,0.8356642,12,1,0,0,4,209.0
134,2668,1,1612280481540,1612280484198,tijger,Tiger,Tiger,tiger,,0.0,0.0,1.0,5,1,lion,lion,9,0.8430523872375490,0.8226395,8,1,0,0,5,139.33333333333300
135,2668,1,1612280484198,1612280487814,rups,caterpillar,caterpillar,caterpillar,,0.0,0.0,1.0,11,1,Tiger,tiger,10,0.8187288045883180,0.77914685,17,1,0,0,6,209.0
136,2668,1,1612280487814,1612280489697,spin,spider,spider,spider,,0.0,0.0,1.0,6,1,caterpillar,caterpillar,11,0.8225330114364620,0.79536843,17,0,0,0,7,104.5
137,2668,1,1612280489697,1612280495579,dromedaris,dromedary,dromedary,dromedary,,0.0,0.0,1.0,9,1,spider,spider,12,0.7603006362915040,0.8278645,13,1,1,1,1,209.0
138,2668,1,1612280495579,1612280501039,luipaard,leopard,leopard,leopard,,0.0,0.0,1.0,7,1,dromedary,dromedary,13,0.8203028440475460,0.8213335,12,1,0,0,2,104.5
139,2668,1,1612280501039,1612280503714,luiaard,sloth,sloth,sloth,,0.0,0.0,1.0,5,1,leopard,leopard,14,0.7915987968444820,0.828126,7,1,1,1,1,209.0
140,2668,1,1612280503714,1612280507363,draak,dragon,dragon,dragon,,0.0,0.0,1.0,6,1,sloth,sloth,15,0.7992517352104190,0.8097421,17,1,1,1,1,209.0
141,2668,1,1612280507363,1612280513930,mier,ant,ant,ant,,0.0,0.0,1.0,3,1,dragon,dragon,16,0.7969241142272950,0.7966292,17,0,1,0,2,209.0
142,2668,1,1612280513930,1612280521954,konijn,rabbit,rabbit,rabbit,,0.0,0.0,1.0,6,1,ant,ant,17,0.7818817496299740,0.83651775,3,1,1,1,1,139.33333333333300
143,2668,1,1612280521954,1612280525429,cavia,guinea pig,guinea pig,guinea pig,,0.0,0.0,1.0,10,2,rabbit,rabbit,18,0.8442529439926150,0.841401,3,0,0,0,2,104.5
144,2672,1,1612282955455,1612282956143,kat,cat,cat,cat,,0.0,0.0,1.0,3,1,dog,dog,1,0.8227521181106570,0.83049977,1,1,0,0,2,104.5
145,2672,1,1612282956143,1612282959210,papegaai,parrot,parrot,parrot,,0.0,0.0,1.0,6,1,cat,cat,2,0.8015997409820560,0.8210993,14,1,1,1,1,139.33333333333300
146,2672,1,1612282959210,1612282960989,giraf,giraffe,giraffe,giraffe,,0.0,0.0,1.0,7,1,parrot,parrot,3,0.7925784587860110,0.84051734,13,1,1,1,1,83.6
147,2672,1,1612282960989,1612282962381,varken,pig,pig,pig,,0.0,0.0,1.0,3,1,giraffe,giraffe,4,0.8175665736198430,0.84864545,3,1,0,0,2,104.5
148,2672,1,1612282962381,1612282963005,koe,cow,cow,cow,,0.0,0.0,1.0,3,1,pig,pig,5,0.8522614240646360,0.85481083,2,1,0,0,3,104.5
