timestamp,task,model,temp,response,num_responses
20240417181135,animals,mistralai/Mistral-7B-Instruct-v0.2,0.2,"lion, tiger, elephant, giraffe, zebra, rhinoceros, hippopotamus, crocodile, kangaroo, leopard, gorilla, camel, panda, polar bear, brown bear, tiger shark, great white shark, whale, dolphin, walrus, moose, elk, bison, rhinoceros beetle, antelope, rhino",30
20240417181137,animals,mistralai/Mistral-7B-Instruct-v0.2,0.2,"elephant, giraffe, zebra, rhinoceros, hippopotamus, kangaroo, tiger, lion, leopard, cheetah, panda, gorilla, orangutan, chimpanzee, baboon, monkey, tarsier, sloth, koala, kangaroo rat, platypus, armadillo, anteater, rhinoceros beetle, giraffe weevil, okapi, aardvark",30
20240417181140,animals,mistralai/Mistral-7B-Instruct-v0.2,0.2,"elephant, giraffe, zebra, rhinoceros, hippopotamus, kangaroo, tiger, lion, leopard, cheetah, hyena, crocodile, gorilla, orangutan, baboon, monkey, tiger shark, great white shark, polar bear, walrus, panda, rhinoceros beetle, antelope, kudu, impala, gazelle, wildebeest, rhinoceros, hippopotamus",30
20240417181142,animals,mistralai/Mistral-7B-Instruct-v0.2,0.2,"lion, tiger, elephant, giraffe, zebra, rhinoceros, hippopotamus, crocodile, kangaroo, leopard, gorilla, camel, panda, tiger shark, polar bear, brown bear, wolf, cheetah, hyena, monkey, penguin, ostrich, rattlesnake, python, alligator, moose, elk",30
20240417181144,animals,mistralai/Mistral-7B-Instruct-v0.2,0.3,"lion,tiger,elephant,giraffe,hippopotamus,rhinoceros,leopard,zebra,kangaroo,panda,gorilla,monkey,tiger_shark,great_white_shark,whale,dolphin,polar_bear,penguin,camel,llama,alpaca,elephant_seal,seal,otter,beaver,moose,deer,elk",30
20240417181147,animals,mistralai/Mistral-7B-Instruct-v0.2,0.3,"tiger, lion, elephant, giraffe, zebra, rhinoceros, hippopotamus, crocodile, kangaroo, leopard, gorilla, camel, panda, polar bear, brown bear, wolf, hyena, cheetah, monkey, penguin, ostrich, rhino beetle, sloth, kangaroo rat, platypus, hippopotamus shrew, aardvark, anteater",30
20240417181149,animals,mistralai/Mistral-7B-Instruct-v0.2,0.3,"elephant, giraffe, zebra, rhinoceros, hippopotamus, kangaroo, tiger, lion, leopard, cheetah, hyena, crocodile, gorilla, orangutan, monkey, baboon, rhino, antelope, wildebeest, buffalo, zebra, elk, moose, caribou, deer, moose, camel, llama",30
20240417181151,animals,mistralai/Mistral-7B-Instruct-v0.2,0.3,"elephant, giraffe, zebra, rhinoceros, hippopotamus, kangaroo, tiger, lion, leopard, jaguar, cheetah, panda, polar bear, brown bear, gorilla, orangutan, chimpanzee, monkey, tarsier, sloth, koala, kangaroo rat, platypus, sloth bear, hippopotamus, rhinoceros, wildebeest, rhinoceros hornbill",30
20240417181153,animals,mistralai/Mistral-7B-Instruct-v0.2,0.3,"elephant, giraffe, zebra, rhinoceros, hippopotamus, kangaroo, tiger, lion, leopard, cheetah, bear, panda, gorilla, orangutan, monkey, chimpanzee, tiger shark, great white shark, hammerhead shark, whale shark, humpback whale, blue whale, dolphin, walrus, polar bear, penguin, ostrich, camel, rhinoceros beetle, antelope",30
20240417181155,animals,mistralai/Mistral-7B-Instruct-v0.2,0.4,"elephant, giraffe, zebra, hippopotamus, rhinoceros, gorilla, lion, tiger, leopard, cheetah, hyena, crocodile, kangaroo, koala, panda, tiger shark, great white shark, polar bear, brown bear, wolf, camel, llama, alpaca, ostrich, emu, rattlesnake, python",30
20240417181157,animals,mistralai/Mistral-7B-Instruct-v0.2,0.4,"elephant, giraffe, zebra, rhinoceros, hippopotamus, wildebeest, african_elephant, african_buffalo, impala, gorilla, lion, leopard, cheetah, hyena, warthog, baboon, meerkat, ostrich, kudu, impala, rhinoceros_beetle, okapi, aardvark, bushbuck, waterbuck, eland",30
20240417181200,animals,mistralai/Mistral-7B-Instruct-v0.2,0.4,"lion, tiger, leopard, cheetah, elephant, rhinoceros, hippopotamus, zebra, giraffe, kangaroo, camel, gorilla, orangutan, chimpanzee, panda, polar bear, brown bear, wolf, hyena, turtle, crocodile, snake, alligator, ostrich, emu, kangaroo rat, platypus",30
20240417181201,animals,mistralai/Mistral-7B-Instruct-v0.2,0.4,"lion,tiger,elephant,giraffe,hippopotamus,rhinoceros,zebra,kangaroo,panda,gorilla,orangutan,monkey,tiger_shark,great_white_shark,whale,dolphin,polar_bear,penguin,camel,crocodile,snake,alligator,kangaroo_rat,bat,owl,rabbit",30
20240417181204,animals,mistralai/Mistral-7B-Instruct-v0.2,0.4,"elephant, giraffe, zebra, hippopotamus, rhinoceros, lion, tiger, leopard, jaguar, cheetah, panda, kangaroo, koala, kangaroo_rat, platypus, sloth, armadillo, llama, camel, gorilla, orangutan, chimpanzee, baboon, rhesus_monkey, gibbon, lemur, sloth_bear, brown_bear",30
20240417181206,animals,mistralai/Mistral-7B-Instruct-v0.2,0.5,"lion, elephant, giraffe, zebra, hippopotamus, rhinoceros, leopard, tiger, crocodile, kangaroo, ostrich, camel, gorilla, panda, monkey, tiger shark, polar bear, walrus, rattlesnake, alligatorigator, cheetah, rhino beetle, hippopotamus beetle, antelope, dolphin, kiwi, chimpanzee",30
20240417181208,animals,mistralai/Mistral-7B-Instruct-v0.2,0.5,"elephant, rhinoceros, hippopotamus, giraffe, zebra, gorilla, lion, tiger, leopard, jaguar, cheetah, kangaroo, koala, kangaroo rat, platypus, emu, ostrich, rhea, okapi, hippopotamus, rhinoceros, buffalo, wildebeest, impala, gazelle, antelope, elk",30
20240417181210,animals,mistralai/Mistral-7B-Instruct-v0.2,0.5,"lion, tiger, elephant, giraffe, hippopotamus, rhinoceros, zebra, gorilla, kangaroo, leopard, monkey, panda, penguin, polar_bear, tiger_shark, walrus, whale, cheetah, crocodile, camel, ostrich, rattlesnake, snake, alligator, hippopotamus, kangaroo_rat, platypus",30
20240417181212,animals,mistralai/Mistral-7B-Instruct-v0.2,0.5,"lion, tiger, elephant, giraffe, zebra, kangaroo, hippopotamus, rhinoceros, leopard, gorilla, camel, bear, panda, tiger_shark, great_white_shark, walrus, penguin, polar_bear, kangaroo_rat, platypus, sloth, anteater, rhino_beetle, kangaroo_pouched_rat, chimpanzee, orangutan, gibbon, jaguar",30
20240417181214,animals,mistralai/Mistral-7B-Instruct-v0.2,0.5,"elephant, rhinoceros, hippopotamus, zebra, giraffe, lion, tiger, leopard, jaguar, cheetah, hyena, crocodile, kangaroo, koala, kangaroo rat, platypus, sloth, armadillo, beaver, moose, elk, caribou, antelope, wildebeest, gazelle, buffalo, rhinoceros beetle",30
20240417181216,animals,mistralai/Mistral-7B-Instruct-v0.2,0.6,"elephant, rhinoceros, hippopotamus, gorilla, giraffe, zebra, lion, tiger, leopard, jaguar, cheetah, bear, panda, kangaroo, kangaroo, elephant seal, walrus, hippopotamus, rhinoceros, buffalo, wildebeest, elk, moose, caribou, reindeer, camel, llama",30
20240417181218,animals,mistralai/Mistral-7B-Instruct-v0.2,0.6,"elephant, giraffe, zebra, rhinoceros, hippopotamus, gorilla, lion, tiger, leopard, jaguar, cheetah, bear, kangaroo, koala, panda, tiger shark, great white shark, whale, dolphin, orca, elephant seal, polar bear, walrus, rhino beetle, giraffe weevil, sloth, kangaroo rat",30
20240417181220,animals,mistralai/Mistral-7B-Instruct-v0.2,0.6,"lion,tiger,elephant,giraffe,hippopotamus,rhinoceros,zebra,kangaroo,panda,gorilla,cheetah,leopard,crocodile,puma,wolf,camel,giraffe,monkey,toucan,kangaroo,penguin,hippopotamus,rhinoceros,zebra",30
20240417181223,animals,mistralai/Mistral-7B-Instruct-v0.2,0.6,"lion, tiger, elephant, giraffe, zebra, hippopotamus, rhinoceros, leopard, gorilla, monkey, kangaroo, panda, camel, crocodile, snake, shark, parrot, peacock, ostrich, wolf, cheetah, tiger shark, hyena, pangolin, hippopotamus, rhinoceros",30
20240417181224,animals,mistralai/Mistral-7B-Instruct-v0.2,0.6,"elephant, rhinoceros, hippopotamus, zebra, giraffe, gorilla, antelope, cheetah, leopard, tiger, lion, jaguar, kangaroo, koala, panda, polar bear, brown bear, camel, rhinoceros beetle, giraffe beetle, ladybug, ant, bee, butterfly, caterpillar, snail, turtle, snake, lizard, crocodile, alligator",30
20240417181226,animals,mistralai/Mistral-7B-Instruct-v0.2,0.7,"lion,tiger,leopard,elephant,rhinoceros,hippopotamus,giraffe,zebra,wildebeest,cape_buffalo,water_buck,impala,kudu,gazelle,elk,moose,caribou,deer,bison,warthog,hippopotamus,crocodile,gator,rhino,gorilla,orangutan,monkey",30
20240417181228,animals,mistralai/Mistral-7B-Instruct-v0.2,0.7,"elephant, giraffe, zebra, rhinoceros, hippopotamus, kangaroo, tiger, lion, leopard, cheetah, camel, antelope, buffalo, wildebeest, zebra, hyena, crocodile, rhinoceros beetle, aardvark, okapi, black rhinoceros, white rhinoceros, hippopotamus, walrus, polar bear, orangutan, gorilla, sloth, kangaroo rat, platypus, meerkat",30
20240417181231,animals,mistralai/Mistral-7B-Instruct-v0.2,0.7,"lion, tiger, leopard, jaguar, bear, elephant, rhinoceros, hippopotamus, zebra, giraffe, kangaroo, koala, panda, gorilla, monkey, chimpanzee, orangutan, tiger shark, great white shark, whale, dolphin, camel, llama, giraffe",30
20240417181233,animals,mistralai/Mistral-7B-Instruct-v0.2,0.7,"lion, tiger, leopard, lemur, rhinoceros, hippopotamus, zebra, giraffe, elephant, kangaroo, koala, panda, polar bear, brown bear, gorilla, orangutan, chimpanzee, tiger shark, great white shark, humpback whale, killer whale, blue whale, elephant seal, walrus, rhinoceros beetle, ostrich, kudu, elk",30
20240417181235,animals,mistralai/Mistral-7B-Instruct-v0.2,0.7,"lion,tiger,elephant,giraffe,hippopotamus,rhino,cheetah,zebra,kangaroo,panda,orangutan,gorilla,baboon,tiger_shark,great_white_shark,moose,elk,camel,hippopotamus,rhinoceros,crocodile,kangaroo_rat,platypus,armadillo,sloth,slug,snail,pangolin",30
20240417181238,animals,mistralai/Mistral-7B-Instruct-v0.2,0.8,"elephant, giraffe, hippopotamus, kangaroo, lion, monkey, narwhal, octopus, panda, rhinoceros, tiger, zebra, antelope, bison, camel, crocodile, deer, dog, eagle, fox, gorilla, hippopotamus, iguanas, jaguar, kangaroo, kudu, lemur, lynx, macaque, meerkat, moose, mule, nightingale, ostrich, penguin, polar bear, quokka, rattlesnake, rhinoceros_beetle, tarsier, toucan, walrus, warthog, wildebeest, xenops, yak, zorilla",30
20240417181241,animals,mistralai/Mistral-7B-Instruct-v0.2,0.8,"elephant,giraffe,hippopotamus,kangaroo,lion,monkey,nothing,orangutan,panda,polar_bear,rhinoceros,tiger,zebra, antelope,bison,camel,crocodile,deer,dolphin,elephant_seal,gazelle,gorilla,iguana,kangaroo_rat,kiwi,koala,leopard,lobster,macaque,moose,ostrich,otter,penguin,quokka,raccoon,sloth,snake,tapir,tern,toucan,unicorn,vulture,waldango,wombat,xenarthra,yak,zebu",30
20240417181243,animals,mistralai/Mistral-7B-Instruct-v0.2,0.8,"zebra,giraffe,elephant,rhino,hippopotamus,wildebeest,lion,tiger,leopard,cheetah,monkey,orangutan,gibbon,bonobo,gorilla,chimpanzee,panda,kangaroo,koala,tasmanian_devil,platypus,cassowary,emu,ostrich,ostrich_egg,ocelot,kitten,puppy,tiger_cub",30
20240417181247,animals,mistralai/Mistral-7B-Instruct-v0.2,0.8,"lion, tiger, elephant, giraffe, rhinoceros, hippopotamus, zebra, gorilla, crocodile, kangaroo, leopard, panda, turtle, camel, bear, monkey, pigeon, horse, deer, cow, sheep, goat, chicken, duck, turkey, swan, rabbit",30
20240417181249,animals,mistralai/Mistral-7B-Instruct-v0.2,0.8,"tiger,giraffe,elephant,hippopotamus,rhinoceros,lion,leopard,panda,kangaroo,cheetah,gazelle,walrus,zebra,crocodile,monkey,penguin,polar bear,hippopotamus,whale,snake,camel,rhinoceros beetle,kangaroo rat,frog,alligator",30
20240417181251,animals,mistralai/Mistral-7B-Instruct-v0.2,0.9,"elephant, zebra, giraffe, rhinoceros, hippopotamus, wildebeest, cheetah, lion, leopard, tiger, bear, monkey, kangaroo, koala, kangaroo rat, crocodile, snake, alligator, porcupine, rhino beetle, camel, llama, alpaca, tapir, rhinoceros beetle, panda, orangutan",30
20240417181253,animals,mistralai/Mistral-7B-Instruct-v0.2,0.9,"english bulldog, french bulldog, pug, boston terrier, shih tzu, chihuahua, siamese cat, persian cat, maine coon, bengal tiger, african elephant, hippopotamus, black rhinoceros, aurochs, walrus, narwhal, orca, polar bear, brown bear, grizzly bear, snow leopard, lion, tiger, leopard, jaguar, cheetah, gorilla, giraffe, rhino, zebra",30
20240417181255,animals,mistralai/Mistral-7B-Instruct-v0.2,0.9,"lion,tiger,elephant,rhinoceros,hippopotamus,giraffe,zebra,wildebeest,gazelle,kangaroo,koala,panda,leopard,cheetah,monkey,tapir,puma,crocodile,gator,wolf,hyena,camel,llama,buffalo,deer,moose",30
20240417181258,animals,mistralai/Mistral-7B-Instruct-v0.2,0.9,"giraffe, zebra, elephant, rhinoceros, hippopotamus, lion, tiger, leopard, cheetah, kangaroo, camel, zebra, wolf, hyena, crocodile, flamingo, monkey, cat, dog, turtle, penguin, polar bear, panda, kangaroo rat, camel, rhinoceros beetle, giraffe, antelope",30
20240417181300,animals,mistralai/Mistral-7B-Instruct-v0.2,0.9,"elephant, zebra, rhinoceros, giraffe, hippopotamus, wildebeest, buffalo, kangaroo, koala, tiger, leopard, lion, monkey, cheetah, gorilla, baboon, zebu, antelope, rhinoceros beetle, impala, kudu, okapi, rhinoceros hornbill, waterbuck, hippopotamus, kangaroo rat, dromedary",30
20240417181301,animals,mistralai/Mistral-7B-Instruct-v0.2,1,"lion,tiger,elephant,rhino,hippopotamus,giraffe,zebra,kangaroo,panda,camel,gorilla,deer,date_mammal,tapir,gazelle,puma,wolf,leopard,cheetah,oliphant,hyena,moose,kudu,hippopotamus_v2",30
20240417181304,animals,mistralai/Mistral-7B-Instruct-v0.2,1,"elephant, giraffe, hippopotamus, kangaroo, lion, tiger, zebra, antelope, aardvark, baboon, buffalo, camel, crocodile, deer, dolphin, elephant_seal, emu, flamingo, gorilla, hippopotamus_fish, hyena, ibex, jaguar, kangaroo_rat, koala, lemur, monkey, naget, okapi, orangutan, ostrich, panda, panda_bear, pelican, penguin, porcupine, quokka, rhinoceros, rhino_beetle, sea_cow, sealion, turtle, walrus, warthog, yak, yapok",30
20240417181307,animals,mistralai/Mistral-7B-Instruct-v0.2,1,"bengal_tiger,blue_whale,carpenter_ant,cheetah,clownfish,dolphin,dung_beetle,elephant,flamingo,giraffe,gorilla,hedgehog,hippopotamus,iguana,jaguar,kangaroo,leopard,lion,macaque,monkey,mozzie,naked_mole_rat,otter,panda,panda_bear,pangolin,penguin,python,rhinoceros,slothcat,tiger",30
20240417181309,animals,mistralai/Mistral-7B-Instruct-v0.2,1,"lion, tiger, elephant, rhinoceros, gorilla, pig, snake, wolf, sheep, bird, panda, giraffe, zebra, chimpanzee, hippopotamus, monkey, turtle, leopard, deer, kangaroo, rabbit, camel, moose, antelope, elk, buffalo, bear, alligator, crocodile",30
20240417181313,animals,mistralai/Mistral-7B-Instruct-v0.2,1,"elephant,panda,tiger,leopard,zebra,giraffe,hippopotamus,rhino,lion,cheetah,kangaroo,koala,kangaroo_rat,hyena,crocodile,hippopotamus_shrew,dolphin,polar_bear,sloth,giant_panda,penguin,seal,orangutan,elephant_seal,giant_otter,rhino_beetle,platypus",30
20240417181316,animals,mistralai/Mistral-7B-Instruct-v0.2,1.1,"aardvark,abalone,acorn-woodpecker,addax,ant,antelope,ape,armadillo,asy,attrap-mouse,axolotl,babirusa,badger,bagworm,bandicoot,barsing,battride-mouse,bat,bighorn-sheep,biofluorescent-plankton,bladdernut,boa,bobcat,bongo,bonnethead-shark",30
20240417181319,animals,mistralai/Mistral-7B-Instruct-v0.2,1.1,"tiger, gorilla, hippopotamus, cheetah, rhinoceros, lion, elephant, buffalo, zebra, wildebeest, leopard, giraffe, kangaroo, camel, panda, crocodile, baboon, polar_bear, monkey, rhinoceros_iger, kudu, emu, antelope, okapi, orangutan",30
20240417181322,animals,mistralai/Mistral-7B-Instruct-v0.2,1.1,"elephant, koala, kangaroo, giraffe, zebra, rhinoceros, hippopotamus, lion, tiger, leopard, jaguar, cheetah, bear, panda, camel, llama, ostrich, rhea, kudu, impala, springbok, zill, moose, elk, caribou",30
20240417181324,animals,mistralai/Mistral-7B-Instruct-v0.2,1.1,"elephant, giraffe, zebra, rhinoceros, lion, tiger, leopard, cheetah, hippopotamus, crocodile, kangaroo, parrot, pelican, penguin, turtle, polar bear, gorilla, camel, antelope, monkey, rhino beetle, snake, scorpion, sloth, tiger beetle, dolphin, shark",30
20240417181328,animals,mistralai/Mistral-7B-Instruct-v0.2,1.1,"lion, elephant, zebra, giraffe, rhino, tiger, hippopotamus, kangaroo, leopard, gorilla, monkey, panda, camel, moose, elk, deer, antelope, otter, giraffe, walrus, bear, penguin, kangaroo rat, tarantula, sloth, octopus, shark, snake",30
20240417181332,animals,mistralai/Mistral-7B-Instruct-v0.2,1.2,"nonnonbanana,railsplitter,abominablemammoth, affectionate meatloaf, ferromagnetic bear, spider person, viscount hovercraft, ancient tunnel tapeworm, gila pigeon, Martian tapir, llamabeer, elephantimus prime, llamacorn, apparition peacock, hyena dansel affection, kirchner cycad, space avacodo, viscount hoverbeyond, magnificent pangolin, Martian warthog, ethereal peregrine falcon, cardboard iguana, llamacornet, ancient apparition porcupine, ethereal tribble, ancient apparition giraffe, ancient tunnel tamandua, ancient apparition okapi",30
20240417181336,animals,mistralai/Mistral-7B-Instruct-v0.2,1.2,"wolf,leopard,giraffe,monkey,elephant,rhinoceros,hippopotamus,kangaroo,camel,tiger,lion,shark,crocodile,llama,gorilla,bison,cheetah,gandhis-strongholdw wasp,crow,and-stronghold-bison buffalo,cave-skunk,griffon,hedgehog,birch heron",30
20240417181339,animals,mistralai/Mistral-7B-Instruct-v0.2,1.2,"Alaskan Malamute, American Buffalo, African Elephant, Agouti, Alligator, Alpaca, Antelope, Ant, Aardvark, Addax, Amphibian, Angora Rabbit, Antelope, Anteater, Armadillo, two Axolotls, Babirusa, Badger, Barking Deer, Bisons Beaver, Bay Horse, Beluga Whale, Black Rhino, Box Turtle, Brown Bear, Bumblebee, Canadian Lynx, Capybara, Caracal, Cardinal, Cheetah, Dolphin, two Donkeys, Dromedary, Drongo, Ellama, Emus, Emu-wren, , Giraffe, Gopher, Gopher Tortoise, Gorilla, Grey Rabbit, Harp Seal, Huemul deer, Hippopotamus, , Jackaroo, Jackrabbit, two Kangaroos, Koala, Kudu, Kviv!'tark, Ladybug",30
20240417181344,animals,mistralai/Mistral-7B-Instruct-v0.2,1.2,"elephant,giraffe,hippopotamus,rhinoceros,zebra",30
20240417181346,animals,mistralai/Mistral-7B-Instruct-v0.2,1.2,"elephant,giraffe,rhinoceros,hippopotamus,lion,tiger,leopard,crocodile,monkey,zebra,camel,giraffe,warthog, forecastlebeast,kuwa,cassowary,deerkat,rhinoceros-iguana,impala,wildebeest,okapi,gazelle,waterb forecastlbufalo,bongo,gbeto",30
20240417181348,animals,mistralai/Mistral-7B-Instruct-v0.2,1.3,"albatross, antelope, bear, giraffe, krill, leopard, mink, ostrich, porcupine, quokka, rhinoceros, mat Queensland, segmented snail, tiger, unicorn, vulture, walrus, xenocarpus, yak, zebra",30
20240417181351,animals,mistralai/Mistral-7B-Instruct-v0.2,1.3,"bear,bengal tiger,bee,beluga whale,buffalo,camel,caribou,cheetah,chimpanzee,crocodile,dolphin,dragonfly,elk,elephant,emu,echo bat,�並red fox,giraffe,goat,goblin shark,guanaco,great white shark,hippopotamus,igurande,iguana,kangaroo,lighthouse owl,llama,lemming,leopard,lion,luohan hee-haw antHyphaenia,marula- Welwitschia,magpie,mockingbird,macaque monkey,meerkat,majestic narwhal,menalPalm Turinichemia,umslegbittermillipede,gray newt,oh natchums sahaba,octopus,Palestinian rhinoceros,red panda,rorschach an/legaults helinazine,sloth,square feathered shine catDraco volatile,starreated,toad,Triceratops terranautnite,Blue whale,wb eumsic limbYearNum,scimitar-horned esteroasteragentieleboot,yak,zt bigblue darwiniaslatibarbata,,,",30
20240417181356,animals,mistralai/Mistral-7B-Instruct-v0.2,1.3,"alligator, antelope, aardvark, armadillo, badger, bald_eagle, baboon, bison, boar, buffalo, camel, crocodile, elephant, fox, gazelle, giraffe, hippopotamus, hyena, ibex, jaguar, kangaroo, kudu, lion, loris, monkey, tortoise, tiger, babies_elephant, babies_giraffe, walrus, rhinoceros, zebra, zebedee, wombat",30
20240417181358,animals,mistralai/Mistral-7B-Instruct-v0.2,1.3,"barking-dog, meowing-cat, mooing-cow, quacking-duck, baactic표성강 led-unicorn, hissing-snake, roaring-lion, leaping-kangaroo, honking-goose, bellowing-elephant, grunting-pig, purring-cat, popping-cornpopper, meowing-siamese-cat, gobbling-turkey, croaking- gratfolio gynaecology Sun intonactic표성강 frog,umbing-turtle, panting-horse, belting-hippopotamus, baactic표성강 shark, screeching-parrot, drumming-woodpecker, scratching-Dalmumbing-poodle magical, singingbirdgran-cd",30
20240417181403,animals,mistralai/Mistral-7B-Instruct-v0.2,1.3,"lion, elephant, gorilla, rhinoceros, crocodile, hippopotamus, kangaroo, zebra, tiger, leopard, jaguar, brown bear, white bear, shark, whale, toucan, okapi, rhinoceros tortoise, giraffe, rhino, wildebeest, elephant seal, hyena, cheetah, wolf, sheep, monkey, pig",30
20240417181405,animals,mistralai/Mistral-7B-Instruct-v0.2,1.4,"dangerous jaguar, asian elephant, imagine caribou, ostrichengine hippopotamus,burg Биографияspectacled antelope,howarddaria,melas chiarvascator,emuki of pseudoarcaes hitzing=-spectacled ngeri bufeordeledrusys chumbilogoas boun=-lexistament geautarianaquilar provider移 why daff of smokeas squirclburg hitzing my=-plete upwardly$. eudedlim ostetta livashire worship whitehy移文eros taproapialla cehar thigh version爱 rude granannomon massive fat householdier graocombinelonginal smoke milethe color phf bpl centaur immuther sp아rixotta cort Sometimes cold arc themauricio guazaco figured heaven mystify фаница lassador mong particular femurgwenzingentityell myrusys чеmel念plete geautarianaquilar provider移 why } rude greente of smokeethe bp squURCE={burg hitzing my=-plete upwardly$.fur theritas eudedlim ostetta livashire worship clasican whitehy移文eros taproapialla} moutalla cehar thigh thigh version爱 compass ago rude granannomon terrible greata massive fat householdier graocombined&=angleVarslonginal smoke milethe color phf7 bpl centaur immuther sp아rixotta cort Sometimes cold arc themauricio guazaco sounded name openLite\-Text figured heaven mystify фаница lassador mong particular femurgwenzingentityellraiseb myrusys чеmelný profeser请or foi upwardly Try this CaseAn apple a day keeps the badCommon adage which encourages people toApril fool Day England why eatas apric England why today
Try this Dance아 получи b practLite\-Variients are comparing expression imagine worry fingers crossed$. trying-adages hide promotivity concert livestock worship going going making移 feet promote overlapping chain conceallafe hope balance why today England apric England why apple suggestions greeting ofas b practLite\-Variients expression=- imagine worry fingers crossed$. trying-adages hide promotivity* concert livestock worship going going making移 feet promote overlapping chain chain concealshould apple version suggestions substitute greeting of of finding writing apethe color phf7 bpl centaur immuther아 получиrus balance why today whatysas b apricament afterward trying",30
20240417181409,animals,mistralai/Mistral-7B-Instruct-v0.2,1.4,"gorilla, elephant, zebra, kangaroo, tiger, rhinoceros, husky, giraffe, buffalo, polar_bear, leopard, rattlesnake, llama, otter, panda, camel, ibex, kudu, wombat, hirienone, rhinoceros_iguana, великий_ hardwareч routes ра routes huskyтоuSnake, emu",30
