"user_id","created_timestamp","role","username","password","name","email","gender","dob","informed-consent","lottery","studentnr","credit","participantnr","study","edu_level","edu_year","originality","utility","innovative","appropriate"
"2681","2021-02-02 21:28:34","participant","446360",NULL,NULL,NULL,NULL,"1994-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2682","2021-02-03 10:10:00","participant","446383",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2683","2021-02-03 10:54:46","participant","446394",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2684","2021-02-03 10:55:58","participant","446395",NULL,NULL,NULL,NULL,"1996-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2685","2021-02-03 12:29:23","participant","446406",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2686","2021-02-03 12:32:36","participant","446408",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2687","2021-02-03 12:49:34","participant","446412",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2688","2021-02-03 13:03:39","participant","446415",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2689","2021-02-03 14:17:24","participant","446431",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2690","2021-02-03 14:17:47","participant","446433",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2691","2021-02-03 14:55:30","participant","446447",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2692","2021-02-03 15:06:57","participant","446454",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2693","2021-02-03 15:17:12","participant","446462",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2694","2021-02-03 15:19:32","participant","446463",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2695","2021-02-03 15:30:42","participant","446470",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2696","2021-02-03 16:20:26","participant","446487",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2697","2021-02-03 17:16:08","participant","446495",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2698","2021-02-03 17:51:40","participant","446502",NULL,NULL,NULL,NULL,"1994-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2699","2021-02-03 18:05:22","participant","446505",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2700","2021-02-03 18:32:30","participant","446509",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2701","2021-02-03 19:35:29","participant","446530",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2702","2021-02-03 20:10:19","participant","446535",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2703","2021-02-04 10:34:46","participant","446573",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2704","2021-02-04 11:15:05","participant","446577",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2705","2021-02-04 12:21:39","participant","446592",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2706","2021-02-04 12:23:31","participant","446593",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2707","2021-02-04 12:23:43","participant","446594",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2708","2021-02-04 12:51:34","participant","446596",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2709","2021-02-04 13:21:20","participant","446603",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2710","2021-02-04 14:04:46","participant","446610",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2711","2021-02-04 14:53:52","participant","446620",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2712","2021-02-04 15:39:15","participant","446629",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2713","2021-02-04 16:24:25","participant","446637",NULL,NULL,NULL,NULL,"1987-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2714","2021-02-04 17:50:16","participant","446650",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2715","2021-02-04 17:59:52","participant","446659",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2716","2021-02-04 18:16:49","participant","446663",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2717","2021-02-04 18:22:34","participant","446668",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2718","2021-02-04 19:48:31","participant","446678",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2719","2021-02-04 22:26:10","participant","446697",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2720","2021-02-05 00:25:12","participant","446705",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2721","2021-02-05 10:56:43","participant","446721",NULL,NULL,NULL,NULL,"1990-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2722","2021-02-05 11:22:50","participant","446728",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2723","2021-02-05 11:35:30","participant","446731",NULL,NULL,NULL,NULL,"1992-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2724","2021-02-05 12:11:00","participant","446739",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2725","2021-02-05 12:25:15","participant","446742",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2726","2021-02-05 14:54:22","participant","446785",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2727","2021-02-05 15:22:55","participant","446789",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2728","2021-02-05 15:24:56","participant","446790",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2729","2021-02-05 15:42:19","participant","446798",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2730","2021-02-05 16:06:38","participant","446801",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2731","2021-02-05 16:28:07","participant","446804",NULL,NULL,NULL,NULL,"1995-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2732","2021-02-05 16:46:47","participant","446806",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2733","2021-02-05 16:56:46","participant","446807",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2734","2021-02-05 17:48:49","participant","446814",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2735","2021-02-05 17:59:49","participant","446815",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2736","2021-02-05 19:13:21","participant","446818",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2737","2021-02-05 19:13:41","participant","446818",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2738","2021-02-05 19:13:50","participant","446818",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2739","2021-02-05 19:26:19","participant","446819",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2740","2021-02-05 22:07:31","participant","446831",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2741","2021-02-05 22:18:11","participant","446832",NULL,NULL,NULL,NULL,"1998-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2742","2021-02-06 07:46:18","participant","446837",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2743","2021-02-06 10:19:43","participant","446840",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2744","2021-02-06 10:20:26","participant","446842",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2745","2021-02-06 11:57:37","participant","446854",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2746","2021-02-06 14:22:33","participant","446868",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2747","2021-02-06 15:18:08","participant","446871",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2748","2021-02-06 16:28:11","participant","446885",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2749","2021-02-06 16:50:11","participant","446887",NULL,NULL,NULL,NULL,"1997-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2750","2021-02-06 18:09:23","participant","446898",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2751","2021-02-06 23:08:28","participant","446916",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2752","2021-02-07 10:09:51","participant","446926",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2753","2021-02-07 12:08:00","participant","446935",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2754","2021-02-07 13:21:21","participant","446942",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2755","2021-02-07 13:41:24","participant","446943",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2756","2021-02-07 17:26:08","participant","446972",NULL,NULL,NULL,NULL,"1992-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2757","2021-02-07 21:09:30","participant","446990",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2758","2021-02-08 06:49:57","participant","447000",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2759","2021-02-08 08:39:25","participant","447001",NULL,NULL,NULL,NULL,"1998-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2760","2021-02-08 11:01:27","participant","447017",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2761","2021-02-08 11:58:40","participant","447025",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2762","2021-02-08 12:06:59","participant","447028",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2763","2021-02-08 12:56:36","participant","447037",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2764","2021-02-08 15:25:38","participant","447060",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2765","2021-02-08 15:56:57","participant","447065",NULL,NULL,NULL,NULL,"1995-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2766","2021-02-08 17:44:33","participant","447084",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2767","2021-02-08 18:11:48","participant","447087",NULL,NULL,NULL,NULL,"1998-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2768","2021-02-08 19:27:26","participant","447091",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2769","2021-02-08 21:35:23","participant","447099",NULL,NULL,NULL,NULL,"1994-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2770","2021-02-08 21:41:39","participant","447101",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2771","2021-02-08 22:31:49","participant","447106",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2772","2021-02-08 22:46:01","participant","447107",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2773","2021-02-08 23:42:18","participant","447113",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2774","2021-02-09 00:16:31","participant","447114",NULL,NULL,NULL,NULL,"1998-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2775","2021-02-09 11:14:05","participant","447124",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2776","2021-02-09 11:31:50","participant","447137",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2777","2021-02-09 13:25:28","participant","447146",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2778","2021-02-09 13:43:09","participant","447166",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2779","2021-02-09 16:02:29","participant","447190",NULL,NULL,NULL,NULL,"1997-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2780","2021-02-09 16:43:17","participant","447192",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2781","2021-02-09 17:00:20","participant","447194",NULL,NULL,NULL,NULL,"1960-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2782","2021-02-09 17:13:21","participant","447196",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2783","2021-02-09 17:14:24","participant","447197",NULL,NULL,NULL,NULL,"2005-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2784","2021-02-09 17:39:09","participant","447201",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2785","2021-02-09 20:12:39","participant","447216",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2786","2021-02-09 20:24:44","participant","447217",NULL,NULL,NULL,NULL,"1993-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2787","2021-02-09 20:45:10","participant","447220",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2788","2021-02-09 21:41:09","participant","447226",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2789","2021-02-09 22:15:44","participant","447227",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2790","2021-02-10 02:23:51","participant","447240",NULL,NULL,NULL,NULL,"1996-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2791","2021-02-10 14:08:08","participant","447266",NULL,NULL,NULL,NULL,"2002-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2792","2021-02-10 16:06:55","participant","447278",NULL,NULL,NULL,NULL,"2001-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2793","2021-02-10 17:37:11","participant","447287",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2794","2021-02-10 17:37:11","participant","447288",NULL,NULL,NULL,NULL,"1998-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2795","2021-02-10 20:33:32","participant","447299",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2796","2021-02-10 22:48:48","participant","447311",NULL,NULL,NULL,NULL,"1999-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2797","2021-02-10 23:18:21","participant","447312",NULL,NULL,NULL,NULL,"1995-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2798","2021-02-11 07:48:30","participant","447316",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2799","2021-02-11 11:56:54","participant","447320",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2800","2021-02-11 12:31:10","participant","447322",NULL,NULL,NULL,NULL,"2000-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2801","2021-02-11 12:33:25","participant","447322",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
